id,type,title,description,url,thumbnail,category,tags,date,addedAt,fileName,fileSize
1770104866040,video,فيديو. للللنت,,https://raw.githubusercontent.com/jlalmostafa/ldlib-real-estate/main/uploads/content_1770104862298_Screenrecorder-2026-02-02-23-12-24-265.mp4,,رفع,,2026-02-03,2026-02-03T07:47:46.040Z,Screenrecorder-2026-02-02-23-12-24-265.mp4,9325502
